amount,balance,trans_type_UNKNOWN,trans_type_WITHDRAWAL,trans_operation_COLLECTION_FROM_OTHER_BANK,trans_operation_CREDIT_IN_CASH,trans_operation_REMITTANCE_TO_OTHER_BANK,trans_operation_UNKNOWN,trans_operation_WITHDRAWAL_IN_CASH,trans_k_symbol_INSURANCE_PAYMENT,trans_k_symbol_INTEREST_CREDITED,trans_k_symbol_LOAN_PAYMENT,trans_k_symbol_OLD_AGE_PENSION,trans_k_symbol_PAYMENT_ON_STATEMENT,trans_k_symbol_SANCTION_INTEREST,trans_k_symbol_UNKNOWN,cluster
18391.0,72621.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
13538.0,50399.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3299.0,27396.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
29434.0,128334.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
4649.0,49590.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
25369.0,51542.7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
20949.0,46527.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
17465.0,54912.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
10096.0,50304.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
24610.0,71606.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
11977.0,66382.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
11592.0,29923.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
13389.0,44530.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3219.0,15913.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
38155.0,79125.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
5535.0,10341.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
16806.0,44274.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
19119.0,61949.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
23860.0,53479.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
18830.0,79018.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3989.0,19032.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
3862.0,18869.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
44899.0,105905.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
3246.0,17024.9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
2910.0,12428.6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
24269.0,58602.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
46008.0,91546.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
38874.0,45552.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
44289.0,101765.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
24688.0,65913.4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
20671.0,53106.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
2400.0,50329.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
48372.0,88424.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
8298.0,80049.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1800.0,24585.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3178.0,19132.3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
11569.0,51857.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
10283.0,29906.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
8572.0,32802.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
46947.0,119458.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
9010.0,34968.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
22060.0,54593.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
15412.0,27497.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
15649.0,64418.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
20252.0,59346.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3189.0,16277.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
3556.0,20391.7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
3404.0,20377.4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
3460.0,48426.6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
39308.0,113135.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
6608.0,73827.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3860.0,51537.9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
12473.0,28153.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
10051.0,-662.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
49768.0,95691.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
14936.0,63866.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
23943.0,80257.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
15968.0,54179.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
2907.0,18696.4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
3218.0,21567.7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
14275.0,53857.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
9936.0,10440.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
19341.0,50954.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3183.0,18959.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
19834.0,42719.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
13617.0,42987.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
45895.0,105282.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
16284.0,29360.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
28930.0,77440.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
17308.0,82378.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
5247.0,54013.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
39531.0,62476.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
12083.0,85229.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
22512.0,61426.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
14500.0,111629.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
14329.0,43481.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
19802.0,56810.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
9368.0,30263.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
18182.0,33401.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
5875.0,18559.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
10564.0,64759.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3080.0,21460.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
2700.0,23886.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
19039.0,42932.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
14137.0,34161.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
16145.0,80568.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
20673.0,54406.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
8336.0,33410.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
22668.0,33640.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
9074.0,94563.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
7481.0,112149.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
45294.0,139857.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
16890.0,36576.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
23222.0,67220.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
17070.0,44588.3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
14287.0,18933.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
13492.0,31540.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
32922.0,102482.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
6300.0,47020.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
18580.0,67940.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
17103.0,45401.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1300.0,32664.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
4600.0,51124.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3351.0,20827.7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
20398.0,41359.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3390.0,15144.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
3469.0,28759.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
11076.0,32233.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3110.0,18564.9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
13066.0,60523.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
22389.0,75072.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3600.0,35267.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
7611.0,42878.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
18186.0,63111.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
2901.0,20960.4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
6291.0,37279.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
4547.0,36297.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
500.0,18940.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
11091.0,52528.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
5783.0,54244.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3436.0,34088.7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
1900.0,54959.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
4089.0,45414.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
5709.0,37843.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
11679.0,19361.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
2910.0,17112.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
44120.0,77838.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3374.0,23629.9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
27167.0,42171.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
11720.0,77316.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
21027.0,84983.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
14311.0,73079.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
19404.0,24045.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
14678.0,85649.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
23914.0,51669.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
24266.0,67326.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
13985.0,56581.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3348.0,17229.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
23156.0,93287.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
15359.0,53732.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
8366.0,21491.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
35257.0,59921.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
7502.0,34122.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
31845.0,77155.3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
16548.0,68943.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1200.0,49565.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
20740.0,58787.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
19776.0,63399.7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
3042.0,24855.3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
3159.0,21118.3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
11944.0,62513.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
37539.0,94612.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
13909.0,109025.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
8608.0,14472.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3177.0,17960.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
37837.0,113948.7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
4221.0,32733.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
17467.0,66675.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
24593.0,75692.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3251.0,13286.6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
10531.0,31804.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
41900.0,36124.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
11906.0,109711.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
28522.0,60579.9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
20700.0,34625.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
300.0,57460.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
7700.0,77380.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
11615.0,38682.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
11874.0,60863.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
9299.0,33153.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
14041.0,81837.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
24608.0,36389.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3330.0,24638.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
17049.0,91365.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3037.0,17682.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
21509.0,65078.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3559.0,15768.9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
22753.0,78374.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
4645.0,12418.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
11759.0,85613.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
8006.0,15027.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
16415.0,83098.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1000.0,19306.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
41083.0,95273.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
2300.0,53845.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
21287.0,75132.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
4050.0,14921.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
46312.0,86053.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
3151.0,28062.3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
12662.0,75436.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
42546.0,69687.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
7360.0,37674.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
700.0,23644.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
29765.0,130342.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
23602.0,67242.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3221.0,21055.7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
24784.0,47106.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
5810.0,74844.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
10600.0,85444.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
17542.0,35708.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
20706.0,67646.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
19658.0,87304.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
6784.0,73355.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
17771.0,31709.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
22067.0,83324.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
24977.0,49548.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
4200.0,45437.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
12644.0,55702.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
5322.0,33956.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
12200.0,51633.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
17348.0,72986.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
4393.0,55687.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
9303.0,23224.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
16293.0,58177.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
19468.0,71931.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
5522.0,76437.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
44643.0,57187.7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
12298.0,47655.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
9794.0,31209.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3727.0,34058.9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
3378.0,13898.7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
3099.0,17583.4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
17314.0,31219.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
22349.0,87419.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
20749.0,81501.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
16192.0,52206.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
6281.0,36755.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
14846.0,34724.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
24930.0,79764.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
24664.0,85407.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
14139.0,38174.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3151.0,28753.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
15407.0,26051.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
15190.0,35073.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3758.0,13806.3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
4004.0,18210.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
8540.0,79498.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
46520.0,67488.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
8944.0,27543.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
23116.0,43000.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
4579.0,34064.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
5855.0,42244.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
7473.0,25515.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
11946.0,50634.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
15773.0,51679.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
6532.0,31092.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
19594.0,41660.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
14266.0,21686.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
30853.0,66624.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
8764.0,45431.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
21326.0,75514.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
10904.0,32691.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
32594.0,146569.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
21411.0,59092.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
11889.0,97671.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
19450.0,58823.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
17478.0,64632.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
23927.0,48089.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3175.0,32135.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
3364.0,17929.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
18236.0,55380.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3087.0,55642.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
17915.0,45332.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
3747.0,20434.4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
16904.0,25229.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
4136.0,61461.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
25609.0,78557.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
15898.0,47709.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
17719.0,42202.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3554.0,22667.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
24033.0,89426.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3800.0,74741.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
12245.0,38588.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
4347.0,15694.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
4208.0,57309.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
14035.0,61487.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
6329.0,22211.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
2921.0,24735.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
30818.0,53867.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
5896.0,46675.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
6064.0,15647.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
19549.0,39365.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
19746.0,84012.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
17241.0,45950.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
19674.0,65773.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
11248.0,31193.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
20281.0,29051.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
4216.0,56760.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
9975.0,58991.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
16997.0,48146.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3144.0,25152.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
3427.0,14481.7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
10315.0,21750.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
21652.0,133641.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
6600.0,24496.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
6332.0,60924.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
8973.0,31937.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
22790.0,99871.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
16852.0,60251.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
22680.0,88840.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
10249.0,33924.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3331.0,57226.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
300.0,25394.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
4053.0,15050.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
19809.0,42943.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
21788.0,43591.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
4441.0,26895.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
20081.0,67586.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
21432.0,88556.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
24266.0,61538.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
15245.0,27249.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
7429.0,34110.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
22436.0,93374.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
12757.0,36113.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
24193.0,60767.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3336.0,28366.3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
35929.0,58026.3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
2901.0,18318.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
21013.0,48999.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
16504.0,45901.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
20562.0,38667.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3873.0,42691.4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
22132.0,62688.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
29450.0,62488.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
11038.0,36339.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3150.0,19169.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
15762.0,37969.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
6263.0,53481.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3619.0,25709.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
13996.0,28099.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3848.0,44072.6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
11857.0,21815.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
9282.0,29147.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
21971.0,103035.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
8380.0,13928.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
25207.0,49625.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
4600.0,13533.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
11577.0,76087.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
5893.0,52146.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
5553.0,25524.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
12215.0,19699.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
16824.0,54448.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
